player_id,player_name,quarter,score
722,Corliss Williamson,1,1
722,Corliss Williamson,1,1
953,Lorenzen Wright,1,2
722,Corliss Williamson,1,2
953,Lorenzen Wright,1,2
693,Joe Smith,1,2
1510,Brevin Knight,1,1
1510,Brevin Knight,1,1
693,Joe Smith,1,2
1088,Chucky Atkins,1,2
953,Lorenzen Wright,1,2
1901,Dion Glover,1,2
1891,Jason Terry,1,2
953,Lorenzen Wright,1,2
1088,Chucky Atkins,1,2
1711,Raef LaFrentz,1,1
688,Michael Curry,1,2
89,Nick Van Exel,1,3
693,Joe Smith,1,2
1088,Chucky Atkins,1,2
89,Nick Van Exel,1,2
686,Antonio McDyess,1,1
686,Antonio McDyess,1,1
711,Jerry Stackhouse,1,6
121,Patrick Ewing,1,2
56,Gary Payton,1,2
452,Vin Baker,1,2
711,Jerry Stackhouse,1,3
56,Gary Payton,1,2
2046,Desmond Mason,1,1
2046,Desmond Mason,1,1
711,Jerry Stackhouse,1,0
979,Jermaine O'Neal,1,2
147,Jalen Rose,1,2
1882,Elton Brand,1,2
1882,Elton Brand,1,2
397,Reggie Miller,1,2
1733,Al Harrington,1,2
397,Reggie Miller,1,2
1882,Elton Brand,1,1
977,Kobe Bryant,1,2
896,Tim Hardaway,1,2
296,Rick Fox,1,2
224,Eddie Jones,1,2
406,Shaquille O'Neal,1,2
258,Brian Grant,1,2
896,Tim Hardaway,1,2
436,Juwan Howard,1,2
1088,Chucky Atkins,1,2
436,Juwan Howard,1,2
436,Juwan Howard,1,1
1732,Felipe Lopez,1,1
1732,Felipe Lopez,1,1
711,Jerry Stackhouse,1,1
711,Jerry Stackhouse,1,1
436,Juwan Howard,1,2
1838,Tyrone Nesby,1,2
1732,Felipe Lopez,1,2
436,Juwan Howard,1,2
1732,Felipe Lopez,1,2
1732,Felipe Lopez,1,1
1088,Chucky Atkins,1,3
1838,Tyrone Nesby,1,3
693,Joe Smith,1,1
693,Joe Smith,1,1
436,Juwan Howard,1,2
1732,Felipe Lopez,1,1
1732,Felipe Lopez,1,1
1918,Obinna Ekezie,1,1
1918,Obinna Ekezie,1,1
708,Kevin Garnett,1,2
952,Antoine Walker,1,1
708,Kevin Garnett,1,2
210,Terrell Brandon,1,2
708,Kevin Garnett,1,1
952,Antoine Walker,1,1
1887,Wally Szczerbiak,1,2
1718,Paul Pierce,1,2
1887,Wally Szczerbiak,1,2
1718,Paul Pierce,1,2
708,Kevin Garnett,1,2
753,Randy Brown,1,2
1887,Wally Szczerbiak,1,1
1887,Wally Szczerbiak,1,1
2040,Jerome Moiso,1,2
1887,Wally Szczerbiak,1,2
708,Kevin Garnett,1,1
1496,Keith Van Horn,1,0
1496,Keith Van Horn,1,1
1882,Elton Brand,1,0
446,Lucious Harris,1,0
1915,Evan Eschmeyer,1,2
2062,A.J. Guyton,1,2
446,Lucious Harris,1,2
1802,Brad Miller,1,2
77,Doug Overton,1,2
77,Doug Overton,1,2
1897,Metta World Peace,1,2
1897,Metta World Peace,1,1
1802,Brad Miller,1,2
2030,Kenyon Martin,1,4
361,Clifford Robinson,1,3
1890,Shawn Marion,1,0
1425,Aaron Williams,1,0
361,Clifford Robinson,1,0
1425,Aaron Williams,1,0
361,Clifford Robinson,1,0
428,Sherman Douglas,1,0
788,Kevin Willis,1,0
788,Kevin Willis,1,2
757,Damon Stoudamire,1,2
123,Robert Pack,1,3
905,Dale Davis,1,2
123,Robert Pack,1,2
757,Damon Stoudamire,1,2
1719,Bonzi Wells,1,0
1899,James Posey,1,0
788,Kevin Willis,1,2
717,Arvydas Sabonis,1,2
1711,Raef LaFrentz,1,2
711,Jerry Stackhouse,1,4
688,Michael Curry,1,2
692,Andrew DeClercq,1,1
692,Andrew DeClercq,1,1
693,Joe Smith,1,2
2034,Mike Miller,1,3
711,Jerry Stackhouse,1,3
693,Joe Smith,1,1
2050,Morris Peterson,1,2
2050,Morris Peterson,1,2
213,Antonio Davis,1,2
1901,Dion Glover,1,1
1901,Dion Glover,1,1
1713,Vince Carter,1,2
1901,Dion Glover,1,2
2050,Morris Peterson,1,2
673,Alan Henderson,1,1
673,Alan Henderson,1,1
213,Antonio Davis,1,2
1737,Nazr Mohammed,1,2
1713,Vince Carter,1,1
1713,Vince Carter,1,1
673,Alan Henderson,1,2
1709,Michael Olowokandi,1,2
1885,Lamar Odom,1,2
1730,Brian Skinner,1,2
1838,Tyrone Nesby,1,2
1888,Richard Hamilton,1,3
1885,Lamar Odom,1,2
1751,Jahidi White,1,2
436,Juwan Howard,1,0
754,Jim Jackson,1,0
213,Antonio Davis,1,2
441,Lamond Murray,1,1
213,Antonio Davis,1,2
221,Clar. Weatherspoon,1,2
213,Antonio Davis,1,2
1713,Vince Carter,1,2
359,Chucky Brown,1,2
1889,Andre Miller,1,2
1713,Vince Carter,1,2
359,Chucky Brown,1,2
762,Shawn Bradley,1,0
1741,Jelani McCoy,1,2
714,Michael Finley,1,2
1717,Dirk Nowitzki,1,2
1717,Dirk Nowitzki,1,2
121,Patrick Ewing,1,2
56,Gary Payton,1,2
1717,Dirk Nowitzki,1,3
1741,Jelani McCoy,1,1
1023,Emanual Davis,1,2
714,Michael Finley,1,2
296,Rick Fox,1,2
977,Kobe Bryant,1,2
166,Ron Harper,1,2
1712,Antawn Jamison,1,2
1712,Antawn Jamison,1,2
166,Ron Harper,1,3
270,Horace Grant,1,2
270,Horace Grant,1,2
1716,Larry Hughes,1,2
406,Shaquille O'Neal,1,2
1712,Antawn Jamison,1,3
1496,Keith Van Horn,1,3
446,Lucious Harris,1,2
686,Antonio McDyess,1,2
2030,Kenyon Martin,1,2
1711,Raef LaFrentz,1,2
1915,Evan Eschmeyer,1,2
1500,Ron Mercer,1,4
1882,Elton Brand,1,2
1882,Elton Brand,1,2
682,Bob Sura,1,2
1882,Elton Brand,1,2
1088,Chucky Atkins,1,4
693,Joe Smith,1,2
948,Marcus Camby,1,3
948,Marcus Camby,1,1
1088,Chucky Atkins,1,1
1088,Chucky Atkins,1,1
84,Latrell Sprewell,1,2
688,Michael Curry,1,2
369,Charlie Ward,1,2
693,Joe Smith,1,2
948,Marcus Camby,1,2
711,Jerry Stackhouse,1,1
711,Jerry Stackhouse,1,1
1088,Chucky Atkins,1,2
1630,Mikki Moore,1,1
1630,Mikki Moore,1,1
1749,Cuttino Mobley,1,4
120,Steven Smith,1,3
937,Scottie Pippen,1,0
1000,Shandon Anderson,1,0
1883,Steve Francis,1,2
739,Rasheed Wallace,1,2
1000,Shandon Anderson,1,3
937,Scottie Pippen,1,2
2030,Kenyon Martin,1,5
1751,Jahidi White,1,1
2030,Kenyon Martin,1,2
271,Johnny Newman,1,2
950,Stephon Marbury,1,2
757,Damon Stoudamire,1,0
947,Allen Iverson,1,2
739,Rasheed Wallace,1,2
1928,Todd MacCulloch,1,2
757,Damon Stoudamire,1,2
947,Allen Iverson,1,2
120,Steven Smith,1,1
248,George Lynch,1,1
120,Steven Smith,1,2
947,Allen Iverson,1,1
949,Shareef Abdur-Rahim,1,0
1915,Evan Eschmeyer,1,2
735,Bryant Reeves,1,2
2030,Kenyon Martin,1,2
1496,Keith Van Horn,1,2
1496,Keith Van Horn,1,2
949,Shareef Abdur-Rahim,1,2
2030,Kenyon Martin,1,2
271,Johnny Newman,1,2
1710,Mike Bibby,1,2
1722,Michael Dickerson,1,1
1722,Michael Dickerson,1,1
84,Latrell Sprewell,1,2
951,Ray Allen,1,2
84,Latrell Sprewell,1,2
299,Glenn Robinson,1,2
299,Glenn Robinson,1,1
275,Allan Houston,1,0
951,Ray Allen,1,0
281,Scott Williams,1,2
84,Latrell Sprewell,1,1
951,Ray Allen,1,2
369,Charlie Ward,1,3
299,Glenn Robinson,1,2
84,Latrell Sprewell,1,2
299,Glenn Robinson,1,2
1713,Vince Carter,1,1
213,Antonio Davis,1,2
1503,Tracy McGrady,1,2
891,Charles Oakley,1,2
692,Andrew DeClercq,1,2
891,Charles Oakley,1,2
448,Bo Outlaw,1,1
2050,Morris Peterson,1,2
1713,Vince Carter,1,2
2034,Mike Miller,1,3
213,Antonio Davis,1,2
436,Juwan Howard,1,0
281,Scott Williams,1,2
299,Glenn Robinson,1,2
1732,Felipe Lopez,1,2
208,Sam Cassell,1,2
1916,Calvin Booth,1,2
1916,Calvin Booth,1,1
951,Ray Allen,1,2
436,Juwan Howard,1,1
436,Juwan Howard,1,1
281,Scott Williams,1,2
1916,Calvin Booth,1,2
353,Darrell Armstrong,1,3
1503,Tracy McGrady,1,2
1503,Tracy McGrady,1,2
1897,Metta World Peace,1,2
692,Andrew DeClercq,1,2
692,Andrew DeClercq,1,2
406,Shaquille O'Neal,1,2
673,Alan Henderson,1,1
673,Alan Henderson,1,1
296,Rick Fox,1,2
977,Kobe Bryant,1,1
977,Kobe Bryant,1,1
406,Shaquille O'Neal,1,2
296,Rick Fox,1,2
1891,Jason Terry,1,3
1891,Jason Terry,1,2
1891,Jason Terry,1,2
1882,Elton Brand,1,3
1500,Ron Mercer,1,2
1714,Robert Traylor,1,2
1889,Andre Miller,1,2
1882,Elton Brand,1,2
1882,Elton Brand,1,2
441,Lamond Murray,1,2
1882,Elton Brand,1,2
1714,Robert Traylor,1,2
1889,Andre Miller,1,2
1710,Mike Bibby,1,0
714,Michael Finley,1,2
714,Michael Finley,1,1
714,Michael Finley,1,1
735,Bryant Reeves,1,2
363,Christian Laettner,1,2
363,Christian Laettner,1,2
1710,Mike Bibby,1,2
714,Michael Finley,1,2
949,Shareef Abdur-Rahim,1,2
959,Steve Nash,1,2
735,Bryant Reeves,1,1
735,Bryant Reeves,1,1
959,Steve Nash,1,2
1035,Shawnelle Scott,1,3
56,Gary Payton,1,3
121,Patrick Ewing,1,2
198,Danny Ferry,1,2
1507,Derek Anderson,1,3
1035,Shawnelle Scott,1,2
121,Patrick Ewing,1,2
1495,Tim Duncan,1,1
1023,Emanual Davis,1,2
1944,Eddie Robinson,1,0
1884,Baron Davis,1,2
133,David Wesley,1,2
353,Darrell Armstrong,1,2
136,P.J. Brown,1,2
2034,Mike Miller,1,2
922,Elden Campbell,1,1
922,Elden Campbell,1,1
1884,Baron Davis,1,2
1944,Eddie Robinson,1,2
1503,Tracy McGrady,1,2
692,Andrew DeClercq,1,1
1503,Tracy McGrady,1,2
1713,Vince Carter,1,4
1713,Vince Carter,1,2
947,Allen Iverson,1,3
2050,Morris Peterson,1,3
248,George Lynch,1,2
1713,Vince Carter,1,2
947,Allen Iverson,1,2
213,Antonio Davis,1,2
248,George Lynch,1,2
947,Allen Iverson,1,1
193,Anthony Mason,1,0
1112,Ben Wallace,1,2
224,Eddie Jones,1,1
224,Eddie Jones,1,1
688,Michael Curry,1,2
258,Brian Grant,1,2
688,Michael Curry,1,2
688,Michael Curry,1,2
